hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate,Date
3-4,0,0,0,0,0,0,26,2363,0,0,0,0,0,0,0,0,188003,10390,0,0,0,0,20250413054801
4-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,547,0,0,0,0,20250413054801
5-6,16,316,0,0,0,0,23220,14468,0,0,0,0,0,0,0,0,0,0,328,3616,0,0,20250413054801
6-7,0,0,0,0,0,0,184,4060,0,0,0,0,0,0,0,0,8,800,0,0,0,0,20250413054801
8-9,0,0,0,0,0,0,8,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250413054801
9-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1276,9,900,0,0,20250413054801
10-11,0,0,0,0,0,0,100,2497,0,0,0,0,0,0,0,0,16,729,0,0,0,0,20250413054801
11-12,0,0,0,0,0,0,715,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250413054801
12-13,0,0,0,0,0,0,451,3339,0,0,0,0,0,0,0,0,8,888,0,0,0,0,20250413054801
13-14,0,0,0,0,0,0,64,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250413054801
14-15,0,0,0,0,0,0,213,3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250413054801
15-16,0,0,0,0,0,0,474,5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250413054801
16-17,0,0,0,0,0,0,260,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250413054801
17-18,0,0,0,0,0,0,260,3437,0,0,0,0,0,0,0,0,0,0,9,270,0,0,20250413054801
18-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,444,0,0,0,0,20250413054801
19-20,0,0,0,0,0,0,213,3326,0,0,0,0,0,0,0,0,4,400,0,0,0,0,20250413054801
20-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,500,0,0,0,0,20250413054801
21-22,0,0,0,0,0,0,18,2250,0,0,0,0,0,0,0,0,0,0,3,333,0,0,20250413054801
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,750,3,428,0,0,20250414054818
3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333,0,0,20250414054818
5-6,16,416,0,0,0,0,23220,15528,0,0,0,0,0,0,0,0,0,0,331,3331,0,0,20250414054818
6-7,0,0,0,0,0,0,968,6104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250414054818
7-8,0,0,0,0,0,0,54,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250414054818
8-9,0,0,0,0,0,0,1901,6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250414054818
9-10,0,0,0,0,0,0,1551,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250414054818
10-11,0,0,0,0,0,0,364,2473,0,0,0,0,0,0,0,0,1211259,22214,0,0,0,0,20250414054818
11-12,0,0,0,0,0,0,955,4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250414054818
12-13,0,0,0,0,0,0,879,5986,0,0,0,0,0,0,0,0,0,0,6,375,0,0,20250414054818
13-14,0,0,0,0,0,0,25,3125,0,0,0,0,0,0,0,0,2219938,13009,3,428,0,0,20250414054818
14-15,0,0,0,0,0,0,1509,5756,0,0,0,0,0,0,0,0,861007,5014,0,0,0,0,20250414054818
15-16,0,0,0,0,0,0,474,3748,0,0,0,0,0,0,0,0,29198,4448,0,0,0,0,20250414054818
16-17,0,0,0,0,0,0,47,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250414054818
17-18,0,0,0,0,175,3500,260,3199,185,8043,219,5202,12,750,80,4444,18072,2454,6,666,0,0,20250414054818
18-19,0,0,7,700,126,2641,0,0,80,5333,190,3189,36,1500,155,3593,579,4809,12,675,0,0,20250414054818
19-20,0,0,0,0,0,0,285,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250414054818
20-21,0,0,0,0,0,0,47,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250414054818
21-22,3,300,32,2666,27,500,80,7272,15,1666,33,3300,3,375,17,1700,43,1857,6,333,0,0,20250414054818
22-23,9,313,128,2165,280,2499,209,3046,221,4521,460,4962,56,679,243,2990,643,3298,12,359,0,0,20250414054818
23-24,0,0,0,0,7,777,0,0,6,666,13,743,3,375,8,888,514,9110,3,333,0,0,20250414054818
0-1,94563,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,3,300,0,0,20250415054859
1-2,0,0,28035,50,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250415054859
2-3,0,0,0,0,0,0,13,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250415054859
3-4,6,57,68,491,0,0,253,1226,15,141,33,206,18,292,56,343,89,812,9,164,0,0,20250415054859
4-5,193,501,249,850,897,1674,3809,3407,579,1374,1513,2255,303,827,1110,2292,51978,6332,156,622,0,0,20250415054859
5-6,33,318,152,1182,501,1942,31926,7179,417,2341,1066,3491,94,1028,471,2001,3928,4825,379,1039,0,0,20250415054859
6-7,118,554,679,1382,2878,2567,3012,4647,2538,3374,5041,4025,660,1431,3382,3813,84022,7966,315,1021,0,0,20250415054859
7-8,274,1082,582,1541,2502,1819,12597,7132,2350,3986,4145,4268,688,1098,3399,3032,187237,9978,624,1481,0,0,20250415054859
8-9,722,1302,295,1189,1981,2604,4863,6244,1328,3347,2299,3519,477,1555,3068,4808,184015,8446,1182,2317,0,0,20250415054859
9-10,737,2199,253,1135,2449,2986,22310,7721,2458,3822,2718,4288,408,1339,2705,4412,194981,8946,543,1670,0,0,20250415054859
10-11,415,1471,354,1474,2533,2718,11631,7321,1881,3821,3841,4790,707,2102,4276,5145,173881,8764,771,1994,0,0,20250415054859
11-12,202,1258,220,1450,1198,2924,18272,8306,1007,2380,1807,3831,299,1849,1683,5180,90664,7563,432,1385,0,0,20250415054859
12-13,27,561,215,1318,516,1881,17587,8578,584,1973,1573,3708,329,1746,1182,3776,131824,7776,441,1754,0,0,20250415054859
13-14,937,3253,87,898,1061,2951,4941,5879,331,2385,487,2585,88,1438,720,4723,58669,7806,540,1879,0,0,20250415054859
14-15,3,300,47,783,1122,2774,5631,6584,385,3061,514,3720,69,1102,722,3163,3231,4253,51,658,0,0,20250415054859
15-16,27,1166,91,1127,236,3443,8026,6858,63,1916,320,1873,108,2858,450,6475,39723,6203,120,1487,0,0,20250415054859
16-17,3,300,51,1502,234,2621,21581,7280,0,0,3,333,56,3022,128,7116,3088688,20111,90,1360,0,0,20250415054859
17-18,27,487,234,1108,1269,2725,3154,5867,1198,3849,2313,5041,200,1782,1254,4191,9939384,20273,78,740,0,0,20250415054859
18-19,31,520,204,1319,536,2452,4902,6104,522,3248,951,2829,146,1512,561,3387,7556965,18839,189,1350,0,0,20250415054859
19-20,54,760,173,1115,785,2642,2977,4560,634,2780,1352,3290,237,1615,1184,4598,56435,7187,168,966,0,0,20250415054859
20-21,8,400,7,636,342,2170,2092,4551,230,2162,303,2687,0,0,331,3084,6553,3924,21,617,0,0,20250415054859
21-22,10,769,0,0,0,0,1714,5337,0,0,0,0,0,0,0,0,640,1820,360,2634,0,0,20250415054859
22-23,3,272,32,941,27,1928,18099,7930,15,1363,33,3300,3,300,17,1000,164,2224,3,300,0,0,20250415054859
23-24,0,0,0,0,0,0,23618,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250415054859
0-1,0,0,0,0,0,0,16517,9748,0,0,0,0,0,0,0,0,140,3152,9,900,0,0,20250416055000
1-2,0,0,0,0,0,0,13,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250416055000
2-3,0,0,0,0,0,0,47,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250416055000
3-4,3,230,68,1570,0,0,156,2890,15,1875,33,3666,3,375,56,2894,86,1577,12,616,0,0,20250416055000
4-5,22,341,152,1344,504,1811,229,2952,362,1716,1139,2973,175,1230,577,3920,5756,5567,39,515,0,0,20250416055000
5-6,218,930,266,1965,756,2872,26675,7056,635,3218,1481,4917,183,1565,299,4323,40684,6626,547,1348,0,0,20250416055000
6-7,584,1443,477,1420,3242,3109,8508,7358,2613,4595,4831,5804,543,2337,4077,5408,130836,8632,987,1987,0,0,20250416055000
7-8,484,1426,403,1246,1404,3049,14520,8045,861,2352,2136,3923,484,2570,2053,5390,271633,9232,1836,3353,0,0,20250416055000
8-9,307,1089,263,1166,1001,2764,8347,7127,820,2972,1927,4295,320,1862,1335,4273,90870,7312,573,1669,0,0,20250416055000
9-10,1216,2782,291,1120,1950,3136,19359,8644,1292,3209,2030,4076,311,2200,2167,5650,212547,9457,1737,3244,0,0,20250416055000
10-11,1424,3134,197,793,2290,2991,7981,6690,1756,4108,2618,3606,246,1728,2345,5416,112709,8087,705,1853,0,0,20250416055000
11-12,768,2295,430,1503,2282,3156,5793,6091,1777,3898,2468,5841,472,2411,2878,5256,157505,8881,714,1729,0,0,20250416055000
12-13,1011,2816,349,1621,3164,3099,4904,5896,3874,5480,3544,4873,449,2016,3640,5246,98675,7565,420,1625,0,0,20250416055000
13-14,576,2138,173,1024,1769,3163,6706,5442,1351,4008,2546,4608,277,1954,2089,5153,71999,7378,699,1926,0,0,20250416055000
14-15,731,3927,6217,7897,684,2665,7917,6534,295,2655,28492,3365,31719,6084,499,3455,47330,6231,450,1653,0,0,20250416055000
15-16,3,272,40,457,406,2312,7672,6197,360,2884,741,6792,39,817,971,3744,6640,5087,153,1133,0,0,20250416055000
16-17,20,582,99,970,1595,2888,9178,5213,1881,4537,2875,4954,210,1382,1823,4218,10145,4441,114,809,0,0,20250416055000
17-18,273,1433,160,1177,1495,2525,6854,7014,1010,3133,2301,4453,282,1690,2751,5679,92597,8132,357,1331,0,0,20250416055000
18-19,522,2176,128,853,793,3012,7344,7176,442,2328,881,3422,228,1764,1321,5746,110422,7264,480,1808,0,0,20250416055000
19-20,275,2166,48,644,1625,3092,4077,6015,673,2394,1217,3613,184,1071,1856,4486,60819,5687,390,2194,0,0,20250416055000
20-21,23,432,100,942,310,2808,1506,6054,879,4280,592,3084,98,1530,517,3825,18262,6091,180,1739,0,0,20250416055000
21-22,13,604,36,1316,50,2777,2804,7932,43,4300,187,9842,15,1666,39,3900,3918,6016,378,3012,0,0,20250416055000
0-1,172,2035,4,285,106,4076,21,1166,9,900,12,1333,0,0,85,3062,3351,9370,24,1397,0,0,20250417055016
1-2,0,0,0,0,0,0,2335,8207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250417055016
3-4,0,0,0,0,0,0,87,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250417055016
4-5,35,495,311,1644,1488,2650,765,5043,1380,4318,2269,4244,225,1679,1341,4465,30538,6477,99,909,0,0,20250417055016
5-6,243,1589,143,1452,644,1865,28227,7601,520,3220,1115,3906,115,1419,772,3401,12785,5896,397,1677,0,0,20250417055016
6-7,195,755,514,1720,2549,3053,16068,8812,2332,4588,3611,5088,480,1727,2535,4994,48278,7795,510,1472,0,0,20250417055016
7-8,320,1727,345,1537,2235,3281,12231,6631,1902,4634,3377,4235,516,2119,2685,5526,94981,7204,399,1409,0,0,20250417055016
8-9,78,947,275,1302,964,2637,5818,5150,1074,3389,2224,5054,271,1484,1556,5024,55491,6430,168,885,0,0,20250417055016
9-10,86,850,478,1800,2427,2781,15844,7549,2045,4620,4388,5124,784,3091,3428,5516,154006,8209,669,1610,0,0,20250417055016
10-11,774,3140,243,1210,2216,3026,11470,7189,1610,3854,2300,4079,464,2374,2655,5919,247156,8608,1197,2787,0,0,20250417055016
11-12,708,2259,112,973,1779,2907,20420,8092,1328,4672,2932,5078,350,2197,2289,4836,175251,7702,857,2376,0,0,20250417055016
12-13,239,1283,770,1783,3731,3322,12021,7777,3445,5677,5796,6358,872,2818,4897,6046,275062,9020,1206,2686,0,0,20250417055016
13-14,588,1925,281,1483,2013,2828,3957,6019,1366,4333,2544,5295,259,1814,2430,4566,93127,8014,603,1843,0,0,20250417055016
14-15,490,1776,263,1216,1761,2679,3914,5281,1180,4056,2429,4570,305,2071,2286,4003,76951,7667,753,2386,0,0,20250417055016
15-16,8208,3689,61,1031,932,2609,4568,5726,893,4923,1354,3997,200,1612,1390,4337,88203,6691,2134,3769,0,0,20250417055016
16-17,25616,4365,119,1318,664,2429,6421,6896,679,3784,1269,4648,178,1603,859,4507,120339,7911,318,1398,0,0,20250417055016
17-18,2050,7756,7,777,229,2493,3739,5482,290,4311,235,2868,67,2303,309,4268,28119,5546,369,1972,0,0,20250417055016
18-19,43,696,217,1740,1797,2702,3736,5012,671,3667,1398,3900,222,1974,1336,4297,42233,7489,192,914,0,0,20250417055016
19-20,235,4291,15,833,140,3138,3281,6573,9,541,50,2033,21,2625,102,2175,27250,5821,210,1509,0,0,20250417055016
20-21,10,909,17,451,0,0,3478,5613,0,0,0,0,0,0,0,0,4293,3574,27,955,0,0,20250417055016
21-22,17,372,22,683,0,0,2017,6469,0,0,0,0,0,0,0,0,154,1409,549,4234,0,0,20250417055016
22-23,12,687,181,2472,440,4036,966,3005,359,10878,830,13833,85,2022,337,5009,172,1753,15,508,0,0,20250417055016
23-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,3444,0,0,0,0,20250417055016
0-1,0,0,0,0,0,0,464,5858,0,0,0,0,0,0,0,0,0,0,6,666,0,0,20250418055231
1-2,94876,52,28035,50,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250418055231
2-3,0,0,0,0,0,0,235,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250418055231
3-4,3,26,48,342,0,0,62,1409,0,0,0,0,24,185,42,278,65,561,9,76,0,0,20250418055231
4-5,200,500,406,1018,2054,2046,2709,3149,1520,2216,3227,3660,343,1198,2226,2744,93226,6180,525,1075,0,0,20250418055231
5-6,25,329,132,898,1632,2914,38521,7601,2900,4615,1239,3249,83,1018,555,2458,11685,4725,382,957,0,0,20250418055231
6-7,662,1169,663,1558,4901,3085,7309,6300,6737,5558,8006,6156,534,1736,3622,3927,132785,7941,768,1662,0,0,20250418055231
7-8,1172,1525,628,1642,4558,3325,7184,5739,4042,5204,6282,5805,752,1969,5199,5108,249117,9363,1047,2092,0,0,20250418055231
8-9,42,521,299,1193,1083,2804,7343,4719,1116,5013,1658,4470,197,1586,963,2983,64072,6098,276,915,0,0,20250418055231
9-10,366,1244,252,1513,5346,3799,11985,6502,8196,6206,5438,6779,463,1953,3644,4405,121792,8155,1080,2065,0,0,20250418055231
10-11,1146,2696,326,1260,5217,3329,16275,7047,5673,5490,4581,5684,261,1806,4588,4657,238567,8280,1176,2230,0,0,20250418055231
11-12,259,1674,115,1689,2175,2938,12331,5913,2548,4913,2861,4759,271,1985,3151,4634,62971,6823,564,1351,0,0,20250418055231
12-13,1047,2685,314,840,4910,4037,9012,5403,7253,6240,2734,4785,311,1328,2450,4789,134414,8386,471,1095,0,0,20250418055231
13-14,1035,3812,113,896,1253,2268,8228,5975,1001,3456,1866,4173,272,1311,2452,4566,94344,6978,558,1375,0,0,20250418055231
14-15,2976,3066,93,1463,827,2113,4109,4735,762,3373,1064,2735,129,1165,776,3060,56266,6568,405,1174,0,0,20250418055231
15-16,7581,2338,213,1489,785,2482,3971,4582,396,2903,1174,3650,169,1383,894,3936,57580,7140,473,1460,0,0,20250418055231
16-17,10531,3686,140,920,977,2602,7652,5883,1022,4308,1445,4473,102,1333,809,3612,24663,6133,389,1416,0,0,20250418055231
17-18,164,1987,66,563,601,2394,2914,3908,702,3568,1126,3940,186,1438,1176,5179,29277,5426,693,1839,0,0,20250418055231
18-19,275,3612,36,1103,636,1859,5350,4795,382,2576,175,1573,24,292,802,4647,23045,5046,87,565,0,0,20250418055231
19-20,135,1620,309,1433,179,1667,1920,4147,257,2317,249,998,49,930,547,2677,14620,5357,42,643,0,0,20250418055231
20-21,61,1413,56,480,194,1503,3221,4323,101,1542,342,1835,91,1296,363,3678,62411,6093,120,916,0,0,20250418055231
21-22,10,454,0,0,0,0,1855,6087,0,0,0,0,0,0,0,0,1895,3305,366,3235,0,0,20250418055231
22-23,9,529,128,2394,1304,6122,156,1020,2454,9126,465,9489,48,1511,206,4121,0,0,9,900,0,0,20250418055231
23-24,0,0,0,0,0,0,561,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250418055231
0-1,0,0,0,0,0,0,2469,5280,0,0,0,0,0,0,0,0,394,3704,6,166,0,0,20250419055211
1-2,0,0,0,0,0,0,13,1181,0,0,0,0,0,0,0,0,0,0,27,442,0,0,20250419055211
2-3,0,0,0,0,0,0,365,3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250419055211
3-4,9,439,96,3008,0,0,593,4619,45,1987,99,4583,9,323,51,2489,129,2454,15,750,0,0,20250419055211
4-5,115,952,179,1935,5444,4020,637,4321,10663,6967,1475,4755,166,856,1191,4303,3058,5108,36,566,0,0,20250419055211
5-6,161,963,340,1193,2351,3319,26886,7520,4214,6548,1484,4169,119,1057,686,3571,9045,5406,526,1569,0,0,20250419055211
6-7,240,780,522,1208,3255,2839,7136,5495,3935,5039,4160,5165,468,1777,2871,5026,113920,7336,789,2025,0,0,20250419055211
7-8,236,1200,256,1253,2223,3608,8123,6719,3032,5617,1426,3912,182,1498,1274,4067,42661,7121,297,1794,0,0,20250419055211
8-9,24,783,76,920,124,1240,8372,6488,133,2063,324,2924,48,1357,112,1881,17058,5980,24,445,0,0,20250419055211
9-10,639,2514,353,1774,1591,3112,14868,8039,1336,4663,1951,4216,178,1755,1293,4626,54150,7359,333,1522,0,0,20250419055211
10-11,1098,2177,266,1181,1701,3074,11589,7367,1060,3633,2376,5066,267,1677,1888,4719,85612,7713,549,1479,0,0,20250419055211
11-12,181,947,484,1401,2314,2763,15525,7404,2546,4131,3262,5001,290,1754,2252,4015,65122,5914,775,2085,0,0,20250419055211
12-13,35,772,230,1100,2713,3638,14272,7494,3700,5136,2524,4266,363,2071,2346,4598,111552,7315,519,1453,0,0,20250419055211
13-14,460,2070,104,1032,1117,2768,5098,5723,579,3183,1712,5121,197,1946,1633,4538,93950,6813,891,1895,0,0,20250419055211
14-15,226,2772,117,898,3318,2982,6581,6254,4579,5498,3877,5147,294,2295,2891,4374,109865,6729,753,2140,0,0,20250419055211
15-16,550,1373,253,1374,1401,2845,4269,5346,1150,3363,2088,4228,255,1603,1613,3739,61330,7409,735,2369,0,0,20250419055211
16-17,266,2270,37,2846,537,2607,1437,4018,262,2881,506,2814,48,1427,475,4189,40455,6631,180,1283,0,0,20250419055211
17-18,71,900,65,978,340,2448,2128,4707,310,2942,812,3407,101,2000,611,5075,26681,7042,69,685,0,0,20250419055211
18-19,56,865,174,1114,980,2891,3051,3867,1571,5412,1265,5825,136,1967,749,4536,45835,7198,585,1835,0,0,20250419055211
19-20,166,3759,4,400,283,1910,4247,6034,260,2200,100,760,19,1076,195,2668,24746,4405,78,1067,0,0,20250419055211
20-21,3,333,43,1780,66,1703,25414,5624,89,1307,303,3869,13,425,55,1601,43,1525,3,300,0,0,20250419055211
21-22,10,1000,0,0,0,0,2025,5693,706,13074,0,0,0,0,0,0,0,0,366,4014,0,0,20250419055211
0-1,0,0,0,0,0,0,107,7133,0,0,0,0,0,0,0,0,66,3900,6,337,0,0,20250420055248
1-2,0,0,0,0,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250420055248
2-3,0,0,0,0,0,0,30,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250420055248
5-6,16,443,0,0,0,0,23220,15286,0,0,0,0,0,0,0,0,0,0,284,3262,0,0,20250420055248
6-7,0,0,0,0,0,0,184,3976,0,0,0,0,0,0,0,0,8,888,0,0,0,0,20250420055248
8-9,0,0,0,0,0,0,8,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250420055248
10-11,0,0,0,0,0,0,4,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250420055248
11-12,0,0,0,0,0,0,154,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250420055248
15-16,0,0,0,0,0,0,1502,6389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250420055248
16-17,0,0,0,0,0,0,27,1250,0,0,0,0,0,0,0,0,8,274,0,0,0,0,20250420055248
17-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,500,0,0,0,0,20250420055248
18-19,0,0,0,0,0,0,59,4538,0,0,0,0,0,0,0,0,4,363,0,0,0,0,20250420055248
21-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,166,0,0,20250420055248
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,329,6,364,0,0,20250421055159
4-5,0,0,0,0,0,0,235,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
5-6,16,326,0,0,0,0,24187,7405,0,0,0,0,0,0,0,0,0,0,325,3073,0,0,20250421055159
6-7,0,0,0,0,0,0,370,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
7-8,0,0,0,0,0,0,844,6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
8-9,0,0,0,0,0,0,435,4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
9-10,0,0,0,0,0,0,742,3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
10-11,0,0,0,0,0,0,1165,6999,0,0,3,375,0,0,0,0,0,0,0,0,0,0,20250421055159
11-12,0,0,0,0,0,0,201,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
12-13,0,0,0,0,0,0,1664,5938,0,0,0,0,0,0,0,0,19,766,0,0,0,0,20250421055159
13-14,0,0,0,0,0,0,945,5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
14-15,0,0,0,0,0,0,137,2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
15-16,0,0,0,0,0,0,646,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
16-17,0,0,0,0,0,0,373,6093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
17-18,0,0,0,0,0,0,32,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
18-19,0,0,0,0,0,0,777,5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
19-20,0,0,0,0,0,0,66,2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
20-21,0,0,0,0,0,0,46,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250421055159
21-22,0,0,0,0,0,0,64,5333,0,0,0,0,0,0,0,0,0,0,3,333,0,0,20250421055159
22-23,3,250,48,2823,27,1687,615,5853,15,1500,33,2200,3,93,17,1416,43,1300,9,818,0,0,20250421055159
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,337,0,0,20250422055250
1-2,0,0,0,0,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250422055250
3-4,3,333,48,2051,627,4860,174,3292,1211,10622,199,9950,25,784,109,2944,43,1833,9,1000,0,0,20250422055250
4-5,9,436,146,2151,1951,4324,5079,6614,3391,7351,883,4740,68,1452,456,4098,22696,5357,51,583,0,0,20250422055250
5-6,22,356,61,1095,2980,4157,27877,7342,5530,7500,1432,4715,117,1513,1501,4461,40354,5901,523,2055,0,0,20250422055250
6-7,56,516,440,2314,5381,3650,9311,7219,8204,7280,4869,5259,467,1627,3318,4867,31028,5831,276,1319,0,0,20250422055250
7-8,112,744,513,1566,4839,3462,7292,6270,6605,6428,5513,5884,814,2149,5081,5567,202455,9085,717,2010,0,0,20250422055250
8-9,1649,3539,254,1714,2015,3260,3846,5809,1445,4235,2170,4425,198,1510,1659,4605,60867,7855,447,1834,0,0,20250422055250
9-10,254,1476,568,1684,5536,3564,9107,7158,7548,5937,5482,5672,791,2185,4401,5134,153111,8566,696,1920,0,0,20250422055250
10-11,1102,2130,489,1792,4965,3474,12278,6806,4146,5283,6460,6174,660,2119,5773,5619,334593,9059,813,2569,0,0,20250422055250
11-12,547,1637,401,1465,5412,3406,8789,6667,7351,6443,6476,6733,688,1810,5823,5945,92662,7886,671,2274,0,0,20250422055250
12-13,246,1012,495,1557,6143,3709,9607,7491,9911,7641,4431,6167,595,1747,3989,5048,129812,7795,420,1648,0,0,20250422055250
13-14,17,916,111,1026,2017,3031,5613,6547,2433,4543,2139,5123,265,2156,1736,4507,57595,6831,183,1132,0,0,20250422055250
14-15,3,300,54,1419,831,2225,5805,6764,902,3312,1003,3783,41,701,691,2846,10538,4215,72,776,0,0,20250422055250
15-16,231,1293,60,551,1788,3102,6254,6347,1612,4609,1306,4708,67,1061,1651,4489,9454,4838,114,1235,0,0,20250422055250
16-17,115,1628,62,1008,1996,2546,5811,6325,2224,4540,2262,4477,169,1225,1730,4068,41183,6470,323,1664,0,0,20250422055250
17-18,351,1251,153,899,1601,2704,4812,5393,1274,3561,2088,4136,448,2009,3103,5000,142023,7851,683,2516,0,0,20250422055250
18-19,122,1793,132,1075,230,2531,4545,5515,189,3885,342,3199,118,2524,307,4678,80048,6973,426,1896,0,0,20250422055250
19-20,17,724,46,1253,238,2026,809,3959,216,2493,390,2882,43,1606,266,2989,3031,4927,36,930,0,0,20250422055250
20-21,37,804,82,723,812,2486,1499,4397,776,3779,1164,3524,82,1616,762,3381,12526,4999,225,1237,0,0,20250422055250
21-22,10,909,0,0,64,2011,872,5888,103,2550,93,1785,18,680,212,3310,0,0,372,2380,0,0,20250422055250
22-23,6,600,68,2104,50,2631,187,3489,46,4600,180,10000,19,1900,39,3545,86,3116,6,600,0,0,20250422055250
0-1,0,0,0,0,0,0,151,4572,0,0,0,0,0,0,0,0,33,1992,6,500,0,0,20250423055406
1-2,94877,43,28035,46,128,8,13,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250423055406
3-4,9,124,115,836,1759,2884,62,364,3553,2938,480,1074,51,515,298,834,1017,1866,33,372,0,0,20250423055406
4-5,9,226,134,958,4308,3433,2151,2868,8603,5929,1338,2153,130,810,1106,2102,6038,3697,162,722,0,0,20250423055406
5-6,28,293,187,769,3984,4108,28869,6201,7169,7292,2533,4170,192,1035,1480,3363,13493,3977,437,878,0,0,20250423055406
6-7,240,702,287,1070,2355,2476,15070,7160,2672,4362,4693,4461,570,1347,5720,4702,228398,7686,1239,2105,0,0,20250423055406
7-8,2128,2647,265,999,2735,2800,19747,8015,2073,4311,2871,3882,373,1520,2894,3686,100824,8517,1014,1950,0,0,20250423055406
8-9,304,1704,184,1172,484,2264,2839,5077,433,3100,1391,3878,147,1651,540,2630,17294,5858,147,723,0,0,20250423055406
9-10,537,1275,557,1686,5603,3641,8900,6786,7319,6683,5793,5417,641,1998,4311,4813,97971,8094,638,1665,0,0,20250423055406
10-11,514,1246,627,1526,4927,3680,20732,8395,4693,5443,6609,5644,781,2270,5849,5664,273647,9354,1290,2499,0,0,20250423055406
11-12,744,1543,771,1845,7127,3556,17940,8511,8399,6510,9005,7458,953,2380,6050,5153,170320,8213,1177,2503,0,0,20250423055406
12-13,1242,2569,410,1301,3447,3422,13708,7606,3012,4362,4572,5418,558,2183,4635,5125,220045,7908,1200,2423,0,0,20250423055406
